,título_original,genero,subgenero,colocação,título_brasileiro,distribuidora,renda,publico,salas_abertura,estreia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,0-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,81-90,91-100
545,Drive,Drama,Action,120,DRIVE,Imagem,1427962,123779,59,2012-02-03,70,60,68,64,62,73,75,78,64,67,66,66,60,80,83,69,65,64,67,63,71,77,67,64,67,56,59,71,71,64,63,64,68,65,70,65,62,67,68,64,78,65,65,59,58,70,57,61,78,71,63,70,63,59,68,67,72,62,97,100,95,81,86,81,76,83,71,72,81,80,78,72,73,67,80,79,87,81,75,77,77,73,75,80,85,77,78,72,73,68,74,71,74,73,67,72,68,76,77,68,69,67,80,71,83,84,61,71,86,81,76,82,82,77,73,73,70,80,78,90,79,72,72,71,77,90,79,77,82,78,72,82,79,77,75,71,78,82,76,84,87,69,80,78,74,74,82,83,76,80,80,77,78,81,74,71,75,76,72,80,86,90,74,74,71,71,76,76,71,69,72,73,81,79,85,77,74,70,73,71,78,0,0,0,0,0,8,49,92,29,3
546,Lawless,Crime,Drama,121,OS INFRATORES,Imagem,1358573,109687,92,2012-12-10,0,0,0,9,0,10,0,0,9,18,9,9,10,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,9,0,18,9,9,12,0,9,8,9,0,0,0,13,9,0,0,0,0,12,0,0,9,0,0,9,0,18,9,0,9,9,0,0,0,9,0,0,0,0,0,0,9,0,0,9,12,0,13,13,13,0,17,0,12,24,0,8,9,26,9,17,12,9,17,13,18,9,23,12,17,25,9,8,13,11,11,8,25,17,17,91,87,100,53,45,24,44,34,49,84,48,35,36,24,34,55,62,16,28,29,17,22,56,51,24,12,24,25,8,16,23,8,24,21,79,28,34,24,29,38,56,36,33,78,58,32,23,24,36,30,102,30,22,10,4,6,1,2,2,2
547,Magic Mike,Drama,Comedy,122,MAGIC MIKE,Imagem,1270776,106586,99,2012-02-11,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,73,0,26,0,35,25,0,0,26,0,0,0,0,0,0,0,0,0,0,25,23,0,25,25,0,100,0,37,25,0,27,0,0,0,24,0,0,0,35,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,30,0,0,0,0,0,0,24,0,0,0,33,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,27,0,58,0,40,0,0,26,0,26,26,0,0,0,23,0,0,63,33,35,23,0,23,0,37,0,0,0,23,0,23,24,0,35,0,24,24,49,0,0,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,36,0,0,0,0,134,0,31,11,1,1,1,1,0,1
548,Dredd,Action,Science Fiction,123,DREDD,Paris,1260479,93233,197,2012-09-21,51,100,0,33,33,0,0,0,100,65,33,33,0,0,47,0,0,0,0,35,0,0,0,31,31,32,0,0,0,0,0,0,31,32,41,0,0,0,31,0,0,0,0,0,30,0,0,0,0,0,31,0,0,0,0,41,43,0,0,0,30,0,40,0,0,30,0,0,0,0,42,0,0,29,0,0,0,41,0,0,0,0,31,80,0,0,0,0,0,0,0,0,0,29,0,0,32,0,0,0,29,0,0,0,0,0,29,30,0,0,31,0,0,0,59,0,0,0,0,43,0,36,0,0,0,0,40,28,57,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,31,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,59,32,0,0,0,0,47,0,0,0,31,0,31,0,0,0,0,28,0,0,131,0,11,22,9,4,1,1,0,2
549,My Week With Marilyn,Drama,Placeholder,124,SETE DIAS COM MARILYN,Imagem,1255056,98759,50,2012-04-27,0,16,32,46,25,21,67,100,26,31,10,26,0,34,44,41,15,30,10,33,20,22,21,0,10,10,11,0,14,20,10,10,20,15,27,14,0,10,30,10,22,20,28,0,0,11,11,44,30,0,11,10,10,15,11,0,27,10,15,40,20,21,33,14,20,20,10,40,26,87,57,48,58,52,20,37,46,48,20,10,15,30,10,13,15,15,10,20,0,11,14,28,0,15,10,15,10,20,14,19,19,19,29,10,33,28,20,14,10,25,17,0,28,10,0,20,0,31,13,27,10,9,10,14,10,0,0,19,10,0,15,11,27,14,15,19,20,20,10,20,14,22,15,10,24,31,28,29,29,29,14,15,0,14,15,10,0,10,0,0,20,29,19,0,10,10,0,0,41,30,0,0,0,21,0,29,10,0,10,10,10,64,59,33,11,8,3,1,0,1,1
550,Reis e ratos,Drama,Comedy,125,REIS E RATOS,Warner,1239568,129289,172,2012-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,7,0,0,6,12,0,0,6,0,0,0,0,0,0,12,0,6,6,0,0,0,6,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,8,0,12,0,6,0,7,0,0,0,0,0,12,0,6,0,0,6,0,0,0,6,8,17,11,0,0,0,12,8,8,6,11,9,17,6,8,0,6,6,9,9,12,16,29,11,40,29,26,12,27,24,23,11,23,21,58,44,67,70,94,100,36,42,84,100,28,55,59,28,36,81,35,20,8,11,8,12,33,35,17,8,8,8,11,29,0,22,5,11,5,11,11,0,11,21,8,16,9,7,0,6,5,9,6,8,8,8,6,6,0,0,0,125,25,13,6,2,3,2,0,2,3
551,Et si on vivait tous ensemble?,Comedy,Drama,127,E SE VIVÊSSEMOS TODOS JUNTOS?,Imovision,1202571,104881,17,2012-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,39,0,0,0,0,0,0,36,0,44,0,0,0,0,94,0,0,34,0,66,0,35,0,0,0,0,34,0,0,46,0,0,0,0,0,45,46,0,100,168,0,0,6,4,0,1,0,0,2
552,Moneyball,Drama,Placeholder,128,O HOMEM QUE MUDOU O JOGO,Sony,1190272,95037,34,2012-02-17,11,9,20,8,8,4,4,8,6,0,97,52,14,17,28,21,20,18,16,19,9,20,45,25,25,16,13,17,28,11,14,16,23,26,41,45,70,47,40,49,58,67,100,83,74,36,26,29,22,27,23,14,22,12,24,10,32,22,16,16,6,8,8,26,14,12,12,12,8,8,18,8,8,6,10,8,10,21,11,14,8,6,15,25,12,6,4,4,16,4,8,10,5,6,6,6,12,6,18,5,12,4,4,0,0,10,19,8,10,12,12,10,18,13,0,8,4,10,6,5,11,15,0,4,8,4,16,11,4,6,4,6,8,10,8,4,7,0,4,6,5,11,10,4,4,14,13,5,11,4,4,8,0,6,13,43,11,11,26,15,12,24,25,11,11,6,10,16,18,17,6,4,13,12,10,24,14,13,17,8,9,82,60,22,3,6,2,2,1,1,2
553,The Ides of March,Drama,Placeholder,129,TUDO PELO PODER,California,1172389,97522,95,2011-12-23,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,0,0,0,13,0,0,0,0,9,9,0,0,0,6,0,8,0,6,6,0,6,7,0,9,0,0,6,6,0,17,9,0,6,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,9,6,0,0,6,0,0,9,6,0,0,6,13,9,9,0,12,13,7,17,9,9,0,19,13,13,21,41,63,32,17,38,39,64,73,100,93,55,78,40,59,36,87,61,55,62,36,17,57,55,34,39,27,12,35,54,49,30,26,21,24,19,25,27,30,24,18,6,22,129,15,11,9,2,6,4,2,1,2
554,Habemus Papam,Drama,Comedy,130,HABEMUS PAPAM,Vinny Filmes,1163136,100020,15,2012-03-16,30,30,31,19,40,29,29,15,30,31,58,21,59,14,22,15,31,39,73,16,47,15,30,23,39,0,14,14,44,15,0,100,0,14,0,0,0,16,20,31,15,14,0,14,15,29,20,43,28,14,29,15,19,20,14,14,22,18,24,20,30,0,0,30,0,15,19,20,29,14,14,28,15,20,21,14,28,14,29,0,20,21,0,21,14,0,0,0,21,16,22,15,14,0,21,32,15,14,14,15,31,0,22,22,14,0,14,15,0,0,0,0,14,14,0,0,0,15,0,14,43,0,0,21,14,28,14,0,0,0,20,14,14,14,0,0,0,0,0,0,14,0,0,19,20,14,14,14,15,0,21,0,0,0,0,28,15,0,0,14,14,14,14,14,0,19,0,0,14,0,0,18,20,28,0,14,14,0,0,17,13,54,77,33,9,4,2,0,1,0,1
555,Shame,Drama,Placeholder,131,SHAME,Paris,1140686,99650,41,2012-03-16,19,3,9,9,3,10,4,9,7,16,6,8,4,7,19,7,5,8,10,5,10,5,11,8,14,5,7,4,5,10,5,9,6,7,7,11,10,9,6,6,20,8,6,13,10,16,10,10,18,23,19,8,13,13,12,13,25,22,12,10,7,15,22,7,11,13,10,16,9,4,21,9,16,16,10,18,21,15,9,31,8,11,17,15,20,22,23,24,24,25,18,28,19,22,21,29,30,20,19,19,22,22,39,35,19,19,36,44,31,29,27,43,48,25,26,34,34,41,18,35,29,27,33,35,65,49,51,32,57,57,39,43,56,25,35,45,59,44,62,49,51,47,41,47,64,55,59,53,69,75,67,66,56,80,48,56,65,75,51,54,62,43,64,55,73,66,64,89,61,47,65,70,64,94,71,100,63,62,80,79,89,50,36,25,13,15,14,17,7,2,2
556,Carnage,Comedy,Drama,132,DEUS DA CARNIFICINA,Imagem,1044559,85190,24,2012-07-06,12,0,8,0,0,9,11,0,8,8,8,0,9,0,0,0,8,0,0,36,0,0,0,8,0,8,0,0,11,8,0,8,0,0,0,0,0,8,0,8,17,11,24,18,21,0,8,9,0,0,0,12,8,8,9,0,24,0,8,0,0,0,11,0,0,8,0,8,8,11,11,8,8,0,8,17,0,11,8,8,17,51,100,72,80,41,32,33,24,34,22,57,12,8,31,12,21,45,24,20,20,12,12,35,22,48,16,16,16,8,26,11,17,27,32,24,16,17,17,24,16,16,16,8,9,29,12,16,12,12,8,0,11,18,8,8,16,16,17,44,28,16,12,16,16,13,11,35,0,8,16,8,8,21,22,20,8,8,8,8,16,32,0,0,8,0,17,16,0,8,0,8,12,0,17,0,16,8,0,8,8,94,53,16,9,4,2,0,2,0,1
557,Red Lights,Thriller,Placeholder,133,PODER PARANORMAL,California,1024078,98207,79,2012-09-21,0,0,0,0,0,72,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,88,89,0,0,0,0,70,86,0,63,0,0,0,0,0,0,0,0,0,0,68,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,64,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,84,0,0,0,62,0,0,0,0,0,0,0,62,0,162,0,0,0,0,0,10,2,5,2
558,Heleno,Drama,Documentary,134,HELENO,Downtown/Riofilme,1017726,92632,62,2012-03-30,9,12,11,12,6,10,10,9,7,17,21,17,13,15,9,10,14,7,12,12,9,11,9,16,11,9,11,10,16,7,8,7,9,19,15,19,20,14,17,12,15,9,16,16,8,8,17,9,13,11,13,12,8,21,12,17,6,9,8,17,10,14,12,12,10,10,18,19,13,8,13,10,9,14,100,34,45,28,29,19,20,12,15,13,15,7,7,22,15,12,6,8,9,7,14,14,8,9,9,10,12,9,11,10,9,12,9,7,8,17,13,7,6,10,13,3,5,17,10,12,6,9,9,8,10,7,5,10,6,8,5,4,10,12,6,5,7,12,5,7,12,13,6,10,2,8,8,7,9,13,8,9,5,14,11,5,4,9,5,13,6,9,7,10,6,6,4,7,7,6,10,6,10,6,8,2,7,10,14,7,10,105,68,5,1,1,0,0,0,0,1
559,Haywire,Action,Thriller,135,A TODA PROVA,Imagem,972080,88627,63,2012-04-13,8,3,5,13,3,14,20,18,12,22,40,100,97,80,47,33,45,32,43,63,75,42,35,63,47,32,29,68,36,23,12,20,10,31,53,17,15,20,12,17,20,36,26,18,23,22,22,57,55,33,33,25,12,22,37,59,43,18,40,28,37,60,55,43,29,29,26,47,39,43,29,25,20,32,38,42,63,21,23,77,26,30,53,50,15,7,18,26,19,31,46,30,29,18,10,19,24,21,16,13,16,9,11,16,25,16,10,14,17,13,36,30,15,19,21,16,17,19,31,14,16,20,22,11,26,25,17,11,16,17,8,7,33,25,13,27,19,24,53,35,32,33,22,11,14,19,15,18,22,30,24,15,22,24,26,22,17,24,24,26,35,21,16,10,24,18,24,28,14,11,7,12,24,22,19,9,12,10,12,11,21,15,62,51,24,12,8,4,3,0,2
560,La delicatesse,Drama,Comedy,136,A DELICADEZA DO AMOR,California,912913,83063,14,2012-05-25,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,15,0,0,0,29,0,0,15,16,20,0,0,0,0,15,0,0,0,0,0,15,15,30,79,72,80,57,0,22,31,79,62,44,21,60,54,16,100,41,29,29,15,15,23,59,71,29,35,35,57,38,61,32,29,28,57,29,16,40,21,15,22,15,15,15,60,21,40,14,22,57,16,21,87,22,0,14,30,31,41,22,36,21,21,14,23,20,21,14,14,22,14,15,30,20,15,15,15,29,31,0,32,29,14,43,14,0,19,50,22,28,14,14,15,47,20,14,14,0,28,0,29,20,0,14,14,30,20,21,41,14,14,0,28,44,76,30,42,14,21,21,22,56,49,38,11,9,8,2,6,1,1
561,Rock of Ages,Comedy,Drama,138,ROCK OF AGES: O FILME,Warner,869345,79067,124,2012-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,2
562,The Rum Diary,Drama,Comedy,139,DIÁRIO DE UM JORNALISTA BÊBADO,Vinny Filmes,862130,71466,29,2012-04-20,43,100,14,15,15,32,30,55,61,15,30,0,16,20,32,25,22,15,15,47,42,0,30,0,0,15,16,21,66,0,14,21,0,23,40,86,86,35,29,22,39,30,41,30,59,15,29,16,40,43,29,14,15,29,30,39,40,43,14,28,29,15,58,69,28,0,42,14,0,48,40,29,14,0,0,51,21,21,14,42,14,0,15,48,40,0,0,14,0,15,0,0,63,0,0,22,15,47,20,14,14,0,0,14,0,0,19,0,0,0,18,19,39,13,13,0,13,14,18,18,26,13,13,0,21,18,37,13,13,13,0,27,18,28,13,13,13,13,21,18,28,0,0,28,0,0,19,19,13,0,40,0,27,26,35,26,13,13,26,14,18,19,13,13,13,14,15,0,39,13,0,20,14,14,0,20,13,0,0,30,16,39,70,35,15,11,4,4,0,2,1
563,"Musica segundo Tom Jobim, A",Documentary,Music,140,A MUSICA SEGUNDO TOM JOBIM,Sony,854016,74350,22,2012-01-20,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,70,71,0,76,0,0,0,0,70,0,0,0,0,0,69,0,0,0,96,0,0,0,0,0,0,98,0,0,69,71,0,0,0,98,0,0,0,0,0,0,0,0,67,0,68,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,94,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,157,0,0,0,0,0,14,4,0,6
564,El Baile de la Victoria,Drama,Placeholder,141,A DANÇARINA E O LADRÃO,Paris,839548,72404,25,2012-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,179,0,0,0,0,0,0,0,1,1
565,Tropicália,Music,Documentary,142,TROPICÁLIA,Imagem,825396,75418,41,2012-09-14,0,0,57,58,28,29,39,42,28,42,29,0,61,41,44,57,28,29,29,0,0,0,28,55,0,0,0,0,0,28,0,28,28,0,0,79,28,28,67,55,29,0,78,26,52,26,0,57,0,78,27,0,78,39,27,0,37,0,26,52,65,54,35,36,39,51,0,0,0,0,56,26,26,100,0,26,0,36,38,25,0,78,27,0,36,51,50,25,25,26,32,70,25,86,25,25,26,0,69,61,49,48,24,39,34,0,50,23,31,24,50,0,0,25,37,25,0,53,34,35,50,49,0,0,27,34,0,49,51,80,50,26,66,51,24,24,25,37,52,34,36,0,0,36,49,0,65,0,0,24,37,75,0,66,34,48,36,25,25,0,34,36,0,24,38,26,0,0,37,25,0,25,26,27,36,37,51,26,27,28,32,47,0,53,31,15,17,9,7,1,1
566,Friends with Kids,Comedy,Romance,144,SOLTEIROS COM FILHOS,Paris,757899,64398,84,2012-01-06,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,44,0,47,0,0,0,0,0,0,45,58,0,0,0,45,0,0,0,0,0,0,0,0,49,0,63,0,46,58,0,0,0,0,0,0,0,45,0,0,0,0,54,44,0,47,0,0,0,0,0,89,0,0,0,43,43,45,0,0,0,0,0,44,0,0,0,0,67,45,88,0,0,0,0,0,45,0,0,100,0,0,88,0,49,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,44,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,148,0,0,0,24,3,2,0,3,1
567,The Perks of Being a Wallflower,Drama,Placeholder,145,AS VANTAGENS DE SER INVISÍVEL,Paris,748600,65058,34,2012-10-19,16,0,0,11,11,12,15,32,0,0,11,21,17,0,0,0,21,16,10,11,15,16,11,11,21,22,0,0,0,0,0,0,0,0,0,0,11,21,16,11,12,0,0,16,16,12,0,22,0,0,10,10,0,11,0,0,15,11,0,0,10,11,0,15,21,10,0,10,0,0,0,10,10,10,10,0,0,14,30,0,10,0,22,14,0,11,0,32,11,15,0,0,12,11,21,0,0,0,14,10,0,0,10,0,0,14,0,0,20,0,0,14,58,22,39,11,31,11,0,0,0,10,10,10,0,0,0,0,20,10,10,0,0,29,20,10,10,0,10,13,0,10,15,0,0,21,27,42,100,35,31,56,34,14,14,20,20,10,0,10,14,28,10,0,10,0,10,0,30,20,10,20,10,11,14,15,20,0,15,10,0,100,54,16,7,1,2,0,0,0,1
568,Trouble with the Curve,Drama,Romance,146,CURVAS DA VIDA,Warner,728088,59640,44,2012-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,100,51,0,0,0,54,0,0,0,0,0,0,75,49,51,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,52,0,0,0,48,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,48,0,0,0,0,0,0,47,46,0,0,0,161,0,0,0,9,6,2,2,0,1
569,End of Watch,Crime,Drama,147,MARCADOS PARA MORRER,California,695651,65180,95,2012-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,49,0,53,73,0,0,0,0,0,0,0,0,0,0,0,71,100,61,66,0,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,7,3,3,2,0,1
570,Tower Heist,Action,Comedy,148,ROUBO NAS ALTURAS,Universal,678858,81185,299,2011-12-16,4,3,8,3,0,3,0,4,3,3,3,0,3,0,4,3,3,4,3,4,4,8,3,3,0,7,3,4,18,5,17,3,5,12,4,4,3,4,3,6,5,9,6,3,3,3,5,6,4,4,0,8,4,6,3,8,8,11,7,9,9,42,48,100,29,31,30,25,24,18,35,34,36,41,35,38,33,60,48,37,26,26,27,38,35,17,29,18,29,28,37,35,21,19,22,17,24,32,27,20,13,23,7,16,12,23,11,14,15,16,12,20,24,14,10,8,14,27,34,39,17,17,11,14,18,28,23,31,29,17,9,15,15,20,12,11,16,13,9,21,15,6,8,21,26,23,32,30,10,11,16,9,11,31,21,13,13,12,10,9,16,23,4,10,10,7,11,9,16,10,3,5,10,12,10,16,7,6,5,4,5,83,46,28,18,4,1,0,0,0,1
571,Like Water,Documentary,Placeholder,149,ANDERSON SILVA: COMO ÁGUA,California,657411,65981,171,2012-03-16,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,12,0,0,0,13,0,13,0,0,0,0,13,0,0,14,0,0,0,0,0,0,13,0,0,0,0,12,0,0,13,0,0,11,11,12,12,0,0,0,12,0,12,11,0,16,0,12,17,12,12,25,0,17,0,0,24,0,0,16,0,0,0,0,18,13,18,21,0,0,13,11,12,22,31,23,17,34,23,24,22,96,29,45,17,17,18,30,56,34,11,22,34,100,89,79,68,61,17,22,91,58,54,16,33,22,34,42,90,55,34,34,23,12,64,33,60,25,11,22,22,24,36,15,17,16,11,11,12,22,46,22,11,11,17,23,30,32,54,14,34,17,12,73,31,11,11,22,11,12,15,32,27,11,22,45,47,90,24,33,32,27,11,28,56,59,28,16,5,6,3,2,3,3
572,The Flowers of War,Drama,History,150,FLORES DO ORIENTE,PlayArte,657269,53628,46,2012-05-25,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,16,0,13,0,0,0,13,0,0,13,0,0,12,0,17,0,0,0,26,0,0,0,17,0,0,13,13,13,17,37,12,18,13,13,13,34,36,29,33,41,62,77,100,86,69,36,40,45,52,49,69,41,20,38,92,32,51,69,19,16,13,16,26,28,40,20,12,18,12,21,28,45,24,28,18,29,26,28,30,13,16,19,37,13,34,35,20,12,24,12,97,44,13,12,5,2,4,1,1,2
573,RIO,Animation,Adventure,1,RIO,FOX,68834186,6370218,1024,2011-08-04,80,100,95,88,98,90,81,84,89,90,91,83,85,76,82,93,85,87,85,87,75,76,89,85,86,88,85,74,75,93,92,91,89,82,76,81,92,87,85,85,80,78,77,91,88,88,83,86,75,77,91,87,88,84,84,79,78,79,82,90,84,87,73,78,86,82,83,81,81,68,74,85,84,81,81,80,69,70,88,87,86,82,83,69,75,90,90,86,83,93,83,78,91,91,85,84,84,76,78,90,88,88,82,80,76,75,92,86,90,86,83,75,79,93,93,91,85,82,72,77,89,88,84,81,81,77,78,90,90,83,81,85,75,75,90,87,86,81,81,75,83,88,87,83,84,77,72,76,89,85,82,80,80,73,77,91,87,85,82,82,69,78,87,84,85,83,78,67,76,93,90,88,87,84,73,78,91,90,88,87,86,0,0,0,0,0,0,6,47,107,21
574,TRANSFORMERS: DARK OF THE MOON,Action,Science Fiction,8,TRANSFORMERS 3,PARAMOUNT,35702341,3139189,590,2011-01-07,100,84,61,62,49,53,75,91,50,54,44,46,37,57,71,35,33,33,37,42,61,73,31,33,30,30,35,47,58,27,24,28,23,24,39,49,25,23,23,26,26,42,52,19,19,31,21,24,36,32,26,24,27,24,28,42,47,26,27,48,23,28,40,39,28,20,18,23,32,41,46,26,17,22,16,26,58,53,37,31,28,33,26,54,64,27,27,27,26,26,42,53,31,32,40,25,33,43,49,27,28,23,24,27,45,47,28,21,20,18,26,33,39,19,21,30,19,21,41,32,17,14,17,14,12,27,35,31,28,17,15,16,22,26,17,14,11,8,8,28,24,15,12,9,12,12,20,19,12,12,12,17,11,18,26,12,8,12,11,12,16,20,12,11,10,12,17,14,28,18,15,17,17,16,24,94,46,31,22,19,17,5,51,57,28,20,9,4,3,1,3
575,CARS 2,Animation,Family,9,CARROS 2,DISNEY,33654905,3408802,747,2011-06-24,64,42,41,28,45,41,64,75,46,59,30,36,42,50,59,39,31,31,32,38,46,65,45,35,33,33,35,54,62,44,39,31,42,43,61,58,29,35,26,48,42,62,64,38,35,47,63,55,66,77,39,39,28,33,36,69,62,37,38,48,43,47,61,62,41,38,42,42,39,75,72,37,42,56,42,51,63,60,44,41,47,57,48,59,90,54,51,47,54,48,70,60,58,45,46,43,41,75,71,45,44,41,33,41,68,73,49,35,34,39,36,63,57,31,36,45,35,46,57,54,40,34,33,37,40,66,61,42,43,38,44,51,56,45,42,31,49,39,60,68,63,36,30,33,41,37,54,68,36,31,41,27,43,67,100,43,41,50,36,52,70,70,42,45,50,39,39,59,50,37,38,36,37,58,61,64,43,24,31,31,36,0,0,8,55,57,25,27,7,1,1
